nameLabel,seriesLabel,plateformLabel,pub_year,developerLabel,website,esrbLabel,pegiLabel,bnf,musicbrainz
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2006,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2007,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,Xbox 360,2009,Bethesda Game Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2008,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2008,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2009,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2009,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2009,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2009,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2011,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2011,Treyarch,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
Call of Duty 4: Modern Warfare,Call of Duty,Xbox 360,2007,Infinity Ward,http://www.callofduty.com/codmw?path=codmw,Mature 17+,PEGI 16,,9a38b661-c4db-4ab9-9ea9-431f5ad21f9b
