id,titre,description,date
16907322,Yamaha supercross : jeu vidéo,Édité par Destination software en Amérique du Nord et par Zoo digital publishing en Europe,2008-07
16912027,SpongeBob vs the big one. Beach party cook-off : jeu vidéo,Édité par THQ,2009-03
16914024,Drawn to life. SpongeBob squarepants : jeu vidéo,Jeu d'action,2008-09
16947665,MX vs. ATV untamed : jeu vidéo,Édité par THQ,2007-12
16950879,Faiā emuburemu. Akatsuki no megami : jeu vidéo,Édité par Nintendo,2007-02
16952452,"Singstar, singalong with Disney : jeu vidéo",Jeu de rythme,2008-11
17036763,Winx club secret diary 2009 : jeu vidéo,Édité par Konami,2009-02
17036763,Winx club secret diary 2009 : jeu vidéo,"Jeu d'aventure. - Adapté de la série télévisée d'animation ""Winx club"" créée par Iginio Straffi",2009-02
17036805,"Dance dance revolution, Winx club : jeu vidéo",Jeu de rythme,2009-03
17046467,Naruto. Shinobi retsuden : jeu vidéo,Édité par Tomy,2006-12
16579425,Phineas and Ferb : jeu vidéo,Édité par Disney interactive studios,2009-02
16579425,Phineas and Ferb : jeu vidéo,"Jeu d'action. - Inspiré de la série télévisée d'animation : ""Phinéas et Ferb""",2009-02
16594040,Star wars. The clone wars. - Jedi alliance : jeu vidéo,Édité par LucasArts,2008-11
16595099,Spider-man. Web of shadows : jeu vidéo,Édité par Activision,2008-10
16595099,Spider-man. Web of shadows : jeu vidéo,"Jeu d'action. - Inspiré des personnages de la bande dessinée ""Spider-man"" des éditions Marvel. - Intitulé ""Spider-man. Web of shadows, Amazing allies edition"" sur PlayStation Portable et PlayStation 2. - Les versions diffèrent selon les consoles",2008-10
16649410,Fields of glory : jeu vidéo,Édité par MicroProse,1993
16652623,Ice age. 3. Dawn of the dinosaurs : jeu vidéo,"Jeu d'action. - Adapté du film d'animation ""Ice Age. Dawn of the dinosaurs"" réalisé par Carlos Saldanha et Michael Thurmeier. - Intitulé ""Ice age. Dawn of the dinosaurs"" en Amérique du Nord",2009-06
16654068,Shinobi. III. Return of the ninja master : jeu vidéo,Édité par Sega,1993-07
16654068,Shinobi. III. Return of the ninja master : jeu vidéo,"Jeu d'action. - Intitulé ""Shinobi III. Return of the ninja master"" en Amérique du Nord et Europe et ""The super shinobi II"" au Japon",1993-07
16656023,Wii fit : jeu vidéo,Édité par Nintendo,2007-12
16674316,Destroy all humans !. Path of the Furon : jeu vidéo,Édité par THQ,2008-12
16960623,Streets of rage 2 : jeu vidéo,"Jeu d'action. - Intitulé ""Streets of rage 2"" en Amérique du Nord, ""Streets of rage II"" en Europe et ""Bare knuckle II"" au Japon",1992-12
16963749,Super thunder blade : jeu vidéo,Édité par SEGA,1988-10
16965500,Castlevania judgment : jeu vidéo,Édité par Konami,2008-11
16968533,Midwinter : jeu vidéo,Édité par Microplay software et Rainbird software,1989
16970995,Warhammer online. Age of reckoning : jeu vidéo,Édité par Electronic Arts,2008-09
16972854,Singstar ABBA : jeu vidéo,Édité par Sony computer entertainment,2008-11
16972864,Singstar pop hits 4 : jeu vidéo,Édité par Sony computer entertainment Europe,2008-11
17084413,"Shimu shiti DS2, kodai kara mirai e tsuduku machi : jeu vidéo",Édité par Electronic arts,2008-03
17084413,"Shimu shiti DS2, kodai kara mirai e tsuduku machi : jeu vidéo","Jeu de gestion. - Intitulé ""SimCity creator"" en Amérique du Nord et en Europe",2008-03
16551179,Pokémon. Donjon mystère. - Explorateurs de l'ombre : jeu vidéo,Jeu de rôle,2007-09
16555979,Genso Suikoden. Tierkreis : jeu vidéo,Édité par Konami entertainment,2008-12
16600832,"Grand theft auto, Chinatown wars : jeu vidéo",Jeu d'action ; jeu d'aventure,2009-03
16601496,Tomb raider. Underworld : jeu vidéo,Édité par Eidos interactive,2008-11
16634837,Ryū ga gotoku 2 : jeu vidéo,Jeu d'action ; jeu d'aventure,2006-12
16635255,Sonic unleashed : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Sonic world adventure"" au Japon et ""Sonic unleashed, la malédiction du hérisson"" en France",2008-11
16640375,"Sonic chronicles, the dark brotherhood : jeu vidéo",Jeu de rôle,2008-09
16665018,Dalʹnobojŝiki. Transportnaâ kompaniâ : jeu vidéo,"Sortie dans le reste de l'Europe, juillet 2007",2006-12
16667584,Crysis. Warhead : jeu vidéo,Édité par Electronic arts,2008-09
17010132,Fire & forget II : jeu vidéo,Édité par Titus interactive,1989
17010132,Fire & forget II : jeu vidéo,"Première sortie sur support en Europe et en Amérique du Nord, 1990",1989
17018256,"Guitar hero, Metallica : jeu vidéo",Jeu de rythme,2009-03
17018436,"Guitar hero on tour, modern hits : jeu vidéo",Jeu de rythme,2009-06
17018443,"Guitar hero on tour, decades : jeu vidéo",Édité par Activision,2008-11
17099774,Boggle : jeu vidéo,Jeu de réflexion. - Adapté du jeu de société créé par Alan Turoff et édité par Parker bros et Hasbro,2008-11
17100292,Hello Kitty. Big city dreams : jeu vidéo,Édité par Empire interactive,2008-11
17101956,Monopoly : jeu vidéo,Édité par Electronic arts,2008-08
17106512,Stardust : jeu vidéo,Jeu d'action,1993
17127507,IFR-flight simulator : jeu vidéo,Jeu de pilotage,1982
17135299,Wizard of words : jeu vidéo,Édité par Computer Advanced Ideas Inc.,1983
17135534,Gertrude's puzzles : jeu vidéo,Jeu éducatif,1982
17136567,Bumble games : jeu vidéo,Jeu éducatif,1982
17136567,Bumble games : jeu vidéo,Édité par The Learning company en Amérique du Nord et par VIFI international e France,1982
17136588,Number stumper : jeu vidéo,Édité par The Learning company en Amérique du Nord et par VIFI international e France,1984
17136594,"East side story, jeu d'anglais : jeu vidéo",Édité par SERMAP et Hatier,1984
17136632,Snooper troops and the case of the disappearing dolphin : jeu vidéo,Jeu d'aventure,1982
17136651,BoBo's park : jeu vidéo,Jeu éducatif,1984
17136818,"Hello Mr Jones, jeu d'anglais : jeu vidéo",Jeu éducatif,1985
17139120,Briar rose : jeu vidéo,Jeu éducatif,1983
17140225,Pitfall. The Mayan adventure : jeu vidéo,"Édité par Activision, Pony canyon, Atari, Tec toy, Majesco sales, Interplay",1994-11
17019283,Super Monaco GP : jeu vidéo,Jeu de pilotage,1989-05
17019283,Super Monaco GP : jeu vidéo,Édité par SEGA sur bornes d'arcade et sur consoles et par US Gold en Europe,1989-05
17024767,Nancy Drew. Last train to Blue Moon Canyon : jeu vidéo,"Jeu d'aventure. - Inspiré du personnage ""Nancy Drew"" créé par Carolyn Keene",2005-09
17024907,Nancy Drew. The white wolf of Icicle Creek : jeu vidéo,"Jeu d'aventure. - Inspiré du personnage ""Nancy Drew"" créé par Carolyn Keene",2007-06
17024907,Nancy Drew. The white wolf of Icicle Creek : jeu vidéo,Édité par Her interactive,2007-06
17101743,Byūtifuru Jō. Batoru kānibaru : jeu vidéo,Édité par Capcom,2005-09
17101743,Byūtifuru Jō. Batoru kānibaru : jeu vidéo,"Jeu d'action. - Intitulé ""Viewtiful Joe. Red hot rumble"" en Amérique du Nord et en Europe",2005-09
17106795,Anno 1701 : jeu vidéo,Édité par Sunflowers interactive,2006-10
16713780,"Hikari shinwa, Parutena no kagami : jeu vidéo",Jeu d'action ; jeu de plate-forme,1986-12
16713948,"Frogger, helmet chaos : jeu vidéo",Édité par Konami,2005-09
16995664,Post mortem : jeu vidéo,Édité par Microïds en Europe et par The adventure company en Amérique du Nord,2002-11
16996805,Neverwinter nights 2 : jeu vidéo,Édité par Atari,2006-10
16999032,Space Hulk : jeu vidéo,"Édité par Electronic arts en Amérique du Nord et en Europe, et par StarCraft, Inc au Japon",1993-06
16999066,HeroQuest. II. Legacy of Sorasil : jeu vidéo,"Jeu de rôle. - Inspiré de l'univers des jeux de société ""Warhammer fantasy"" édités par Games Workshop",1994
17004307,NBA live 07 : jeu vidéo,Jeu de simulation sportive,2006-09
17005423,After burner. Black falcon : jeu vidéo,Jeu de pilotage ; jeu d'action,2007-03
17005423,After burner. Black falcon : jeu vidéo,Édité par Sega,2007-03
17005618,Wing commander : jeu vidéo,Édité par Origin systems et différents éditeurs suivant les plateformes et les régions,1990-09
17133532,R-Type II : jeu vidéo,Jeu d'arcade,1989-12
17133713,Rokkuman Rokkuman : jeu vidéo,"Édité par Capcom. - Intitulé ""Mega man powered up"" en Amérique du Nord et en Europe",2006-03
17139970,Harō Kiti no Pikopiko daisakusen : jeu vidéo,Jeu d'action ; jeu d'aventure. - Inspiré du personnage créé par Yuko Shimizu,2005-04
17139970,Harō Kiti no Pikopiko daisakusen : jeu vidéo,"Édité par Hamster au Japon, Namco en Amérique du Nord et Empire interactive en Europe",2005-04
16578997,Emergency. 4. Global fighters for life : jeu vidéo,"Jeu de stratégie. - Intitulé ""911, first responders"" sur PC et ""Emergency !, disaster rescue squad"" sur Nintendo DS en Amérique du Nord et ""Emergency DS"" sur Nintendo DS en Europe",2006-04
16704512,Gokumakaimura : jeu vidéo,Édité par Capcom,2006-08
16992384,"The secrets of Atlantis, l'héritage sacré : jeu vidéo",Édité par The adventure company,2006-11
16992384,"The secrets of Atlantis, l'héritage sacré : jeu vidéo","Jeu d'aventure. - Intitulé ""The secrets of Atlantis"" en Amérique du Nord",2006-11
16993128,Gauntlet II : jeu vidéo,Jeu d'action,1986
16993266,Guilty gear isuka : jeu vidéo,Édité par Sammy studios,2003-12
17019521,"Vostočnyj Front, neizvestnaâ vojna : jeu vidéo",Première sortie en Russie,2005-11
17019521,"Vostočnyj Front, neizvestnaâ vojna : jeu vidéo","Jeu d'action. - Intitulé ""ÜberSoldier"" en Europe et en Amérique du Nord et ""East front, überSoldier"" en France",2005-11
17024777,Nancy Drew. Danger by design : jeu vidéo,"Jeu d'aventure. - Inspiré du personnage ""Nancy Drew"" créé par Carolyn Keene",2006-07
17024777,Nancy Drew. Danger by design : jeu vidéo,"Sortie en France, octobre 2006",2006-07
17027590,Gauntlet. III. The final quest : jeu vidéo,Jeu d'action,1991
17027590,Gauntlet. III. The final quest : jeu vidéo,Édité par U.S. Gold,1991
17035841,Cyberpunks : jeu vidéo,Jeu d'action,1993
16609631,Command & conquer. 3. Tiberium wars : jeu vidéo,Édité par Electronic arts,2007-03
16610519,The Sims. Life stories : jeu vidéo,Édité par Electronic arts,2007-02
16611798,Commandos. Strike force : jeu vidéo,Édité par Eidos interactive,2006-03
16613318,Need for speed. Carbon : jeu vidéo,Édité par Electronic arts,2006-10
16613318,Need for speed. Carbon : jeu vidéo,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city""",2006-10
16614421,Ghost recon. Advanced warfighter : jeu vidéo,Jeu d'action,2006-03
16615129,Call of duty 3 : jeu vidéo,Jeu d'action,2006-11
16615129,Call of duty 3 : jeu vidéo,Édité par Activision,2006-11
16685432,Dragon ball Z. Sparking ! NEO : jeu vidéo,Édité par Namco Bandai games,2006-10
17163543,Tennis cup : jeu vidéo,Jeu de simulation sportive,1990
17163572,Race drivin' : jeu vidéo,Édité par Atari games sur bornes d'arcade puis différents éditeurs suivant les plateformes et les régions,1990
17163924,F-29 retaliator : jeu vidéo,Jeu d'action ; jeu de pilotage,1989
17163924,F-29 retaliator : jeu vidéo,Édité par Ocean software,1989
17164291,Corporation : jeu vidéo,"Édité par Core design en Europe, et Virgin games en Amérique du Nord. - Intitulé ""Corporation"" en Europe, et ""Cyber-cop"" en Amérique du Nord",1990
17164512,Battle isle : jeu vidéo,Jeu de stratégie,1991
17165284,Grand prix 500 2 : jeu vidéo,Édité par Microïds,1991
17166349,Dungeon master : jeu vidéo,Jeu de rôle,1987-12
17166867,Lotus. III. The ultimate challenge : jeu vidéo,Jeu de pilotage ; jeu de simulation sportive,1992
17166867,Lotus. III. The ultimate challenge : jeu vidéo,"Édité par Gremlin graphics software pour Atari, Amiga et DOS, par Electronic arts pour Mega Drive. - Jeu intitulé ""Lotus II, RECS"" sur Megadrive en Europe, ""Lotus II"" sur Genesis en Amérique du Nord, et ""Lotus, the ultimate challenge for your PC"" sur PC",1992
17167756,Wanted : jeu vidéo,Jeu d'action,1988
17168672,Thunder blade : jeu vidéo,Jeu d'arcade,1987-12
17168754,Lotus turbo challenge 2 : jeu vidéo,Édité par Gremlin graphics software,1991
17168878,Lotus Esprit turbo challenge : jeu vidéo,Édité par Gremlin graphics software,1990
17169244,Shadow of the beast II : jeu vidéo,Édité par Psygnosis en Europe et Victor entertainment au Japon,1990
17169244,Shadow of the beast II : jeu vidéo,"Jeu d'action. - Intitulé ""Shadō obuza bīsuto. II. Juushin no Jubaku"" au Japon",1990
16627879,Ratchet & Clank. Size matters : jeu vidéo,Jeu d'action,2007-02
16627879,Ratchet & Clank. Size matters : jeu vidéo,Édité par Sony computer entertainment,2007-02
16628011,Assassin's creed. Altaïr's chronicles : jeu vidéo,Jeu d'action ; jeu d'aventure,2008-02
16628317,Metal gear solid. 4. Guns of the patriots : jeu vidéo,Édité par Konami,2008-06
16628317,Metal gear solid. 4. Guns of the patriots : jeu vidéo,"Première sortie en Europe, Amérique du Nord et au Japon",2008-06
16631200,Half-life 2. Episode two : jeu vidéo,Édité par Valve corporation,2007-10
17089523,Mario party 8 : jeu vidéo,Jeu d'arcade,2007-05
17703252,Ghostbusters : jeu vidéo,"Édité par Activision en Europe et en Amérique du Nord, par Sega sur Sega Master System et par Tokuma Shoten au Japon",1984
17703343,Gyakuten Saiban II : jeu vidéo,Édité par Capcom,2002-10
17703662,Burnout paradise : jeu vidéo,Jeu de pilotage,2008-01
16908959,WWF European rampage tour : jeu vidéo,"Jeu d'action. - Intitulé ""WWF European rampage"" sur PC",1992
16909585,WWF WrestleMania : jeu vidéo,"Jeu d'action. - Intitulé ""WWF WrestleMania"" sur bornes d'arcades et ""WWF WrestleMania, the arcade game"" sur consoles",1995-10
16918278,Ninja gaiden. Dragon sword : jeu vidéo,Édité par Tecmo,2008-03
16920324,Jurassic Park. Part 2. The chaos continues : jeu vidéo,Édité par Ocean software,1994-11
16921119,Nicktoons. Attack of the toybots : jeu vidéo,Édité par THQ,2007-10
17046442,Naruto. Gekitō ninja taisen ! : jeu vidéo,Édité par Tomy,2003-04
17057077,Sensible soccer : jeu vidéo,"Édité par Renegade software, Sensible software ou Sony imagesoft suivant les plateformes",1992
17057077,Sensible soccer : jeu vidéo,"Jeu de simulation sportive. - Deux versions améliorées du jeu sont sorties respectivemement en 1993 et 1994 sous les titres ""Sensible soccer, European champions, 92/93 edition"" et ""Sensible soccer, international edition"" sur d'autres plateformes",1992
17057238,Madden NFL 95 : jeu vidéo,Édité par Electronic arts,1994-11
17057808,Speedball 2 : jeu vidéo,Édité par Image works sur Amiga puis de nombreux éditeurs suivant les plateformes et les pays,1990-11
17057808,Speedball 2 : jeu vidéo,"Jeu d'action. - Certaines versions sont sorties sous le titre ""Speedball 2, brutal deluxe""",1990-11
17058710,NHL 2K8 : jeu vidéo,Jeu de simulation sportive,2007-09
17058710,NHL 2K8 : jeu vidéo,Édité par Take-Two interactive,2007-09
17058811,NHL 95 : jeu vidéo,"Jeu de simulation sportive. - Intitulé ""NHL hockey 95"" sur PC et ""NHL hockey"" sur GameGear",1994-11
17060050,NHL hockey : jeu vidéo,Édité par Electronic arts,1991
17060137,PGA tour 96 : jeu vidéo,Édité par Electronic arts,1995-11
17066365,Championship manager 2008 : jeu vidéo,Jeu de simulation sportive,2007-11
17066365,Championship manager 2008 : jeu vidéo,Édité par Eidos interactive,2007-11
17066954,NBA jam : jeu vidéo,Jeu d'arcade ; jeu de simulation sportive,1993-02
17066967,"NBA jam, tournament edition : jeu vidéo",Édité par Midway et Acclaim entertainment,1994-01
16579727,Shinobido. Les légendes du ninja : jeu vidéo,Édité par Spike,2006-10
16580345,Silent Hill. Ørigins : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Silent hill Ørigins"" en Amérique du Nord et en Europe et ""Silent hill zero"" au Japon",2007-11
16590616,Wipeout pulse : jeu vidéo,Jeu de pilotage,2007-12
16591654,FIFA soccer 95 : jeu vidéo,Édité par Electronic arts,1994-07
16591654,FIFA soccer 95 : jeu vidéo,Jeu de simulation sportive,1994-07
16591661,FIFA soccer 96 : jeu vidéo,Édité par Electronic arts,1995-07
16591661,FIFA soccer 96 : jeu vidéo,Jeu de simulation sportive,1995-07
16591792,FIFA 08 : jeu vidéo,Édité par Electronic arts,2007-09
16597304,Lego Star wars. The complete saga : jeu vidéo,Édité par LucasArts,2007-11
16649518,God of war. Chains of Olympus : jeu vidéo,Jeu d'action ; jeu d'aventure,2008-03
16653759,Purr pals : jeu vidéo,"Jeu de simulation de vie. - Intitulé ""Cats academy"" en France",2007-03
16654229,Shadow dancer : jeu vidéo,"Première sortie sur support au Japon et en Amérique du Nord, 1990",1989-11
16654288,The cyber shinobi : jeu vidéo,Jeu d'action,1990
16683926,Silent hunter. Wolves of the Pacific : jeu vidéo,"Jeu de stratégie. - Intitulé ""Silent hunter. Wolves of the Pacific"" en Amérique du Nord",2007-03
16685324,The settlers. Rise of an empire : jeu vidéo,Jeu de stratégie,2007-09
16960539,Cyber police ESWAT : jeu vidéo,"Jeu d'action. - Version intitulée ""ESWAT, city under siege"" sur SEGA Mega Drive avec du contenu additionnel",1989-09
16963059,Phantasy star. II. Kaerazaru toki no owari ni : jeu vidéo,Édité par SEGA,1989-03
16963762,Alien syndrome : jeu vidéo,"Sortie sur support en Amérique du Nord et en Europe, 1988",1987-01
16963861,Space harrier II : jeu vidéo,"Sortie en Amérique du nord, août 1989",1988-10
16972862,Singstar pop hits 2 : jeu vidéo,Édité par Sony computer entertainment Europe,2007-10
16980812,Rugby world cup 1995 : jeu vidéo,Jeu de simulation sportive,1994
17079419,Enduro racer : jeu vidéo,Jeu d'arcade ; jeu de pilotage,1986-09
17087227,Jungle strike : jeu vidéo,Jeu d'action,1993-12
17087243,Lombard RAC rally : jeu vidéo,Jeu de pilotage,1988
17087243,Lombard RAC rally : jeu vidéo,Édité par Mandarin software,1988
16548926,Zeruda no densetsu. Mugen no sunadokei : jeu vidéo,Jeu d'action ; jeu d'aventure,2007-06
16550622,Seiken densetsu DS Children of Mana : jeu vidéo,Édité par Square co.,2006-03
16597806,Rayman raving rabbids 2 : jeu vidéo,"Jeu d'action. - Intitulé ""Rayman raving rabbids 2"" en Amérique du Nord et Europe, et ""Rabbids party returns"" au Japon",2007-11
16597986,Civilization : jeu vidéo,Jeu de stratégie,1991
16598897,"Links, the challenge of golf : jeu vidéo",Édité par Access software,1990
16600446,Shimu shiti DS : jeu vidéo,Édité par Electronic arts,2007-02
16600493,SimCity societies : jeu vidéo,Édité par Electronic arts,2007-11
16600523,Paradise : jeu vidéo,Édité par Micro application,2006-04
16600523,Paradise : jeu vidéo,"Jeu d'aventure. - Conçu par Benoît Sokal. - Réédité pour Nintendo DS en 2008 sous le titre ""Last king of Africa""",2006-04
16600740,Grand theft auto IV : jeu vidéo,Édité par Take-Two interactive,2008-04
16601548,Tomb raider. Anniversary : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Adaptation du premier épisode de ""Tomb raider"" pour les 10 ans de la série",2007-06
16601890,Final fantasy tactics. Shishi sensō : jeu vidéo,Édité par Square co.,2007-05
16632254,Medal of honor. Airborne : jeu vidéo,Jeu d'action,2007-09
16632378,Battlefield. Bad company : jeu vidéo,Édité par Electronic arts,2008-06
16633189,"Fallout tactics, brotherhood of steel : jeu vidéo",Jeu de stratégie,2001-03
16633189,"Fallout tactics, brotherhood of steel : jeu vidéo",Édité par Interplay en Amérique du Nord et Virgin interactive en Europe,2001-03
16634624,Mario & Sonic at the Olympic games : jeu vidéo,"Jeu d'action. - Intitulé ""Mario & Sonic at Beijing Olympics"" au Japon",2007-11
16634624,Mario & Sonic at the Olympic games : jeu vidéo,Édité par SEGA,2007-11
16634878,Football manager 2008 : jeu vidéo,"Jeu de simulation. - Intitulé ""Worldwide soccer manager 2008"" en Amérique du Nord",2007-10
16634878,Football manager 2008 : jeu vidéo,Édité par SEGA,2007-10
16635678,"Mission président, geo-political simulator : jeu vidéo","Jeu de stratégie. - Intitulé ""Commander in chief, geo-political simulator 2009"" en Amérique du Nord",2007-03
16640322,Sonic rush adventure : jeu vidéo,Jeu d'action,2007-09
16640359,Sonic riders. Zero gravity : jeu vidéo,Édité par Sega,2008-01
16640360,Sonic rivals 2 : jeu vidéo,Jeu d'action,2007-11
16661643,Vtoraâ mirovaâ : jeu vidéo,Édité par 1C company,2006-10
16665231,Code of honor. The French foreign legion : jeu vidéo,Jeu d'action,2007
16665231,Code of honor. The French foreign legion : jeu vidéo,Édité par City interactive,2007
16666959,Bone. Out from Boneville : jeu vidéo,Édité par Telltale games,2005-09
16666959,Bone. Out from Boneville : jeu vidéo,"Jeu d'aventure. - Inspiré de la bande dessinée ""Bone"" créée par Jeff Smith",2005-09
16767418,Race driver. GRID : jeu vidéo,Édité par Codemasters,2008-05
16767418,Race driver. GRID : jeu vidéo,"Jeu de pilotage. - Intitulé ""GRID"" en Amérique du Nord. - Une édition intitulée ""Race driver. GRID reloaded"" est sortie en 2010 en Europe avec du contenu additionnel",2008-05
17011603,BattleZone : jeu vidéo,Jeu d'action ; jeu de pilotage,2006-11
17013702,Nancy Drew. The creature of Kapu Cave : jeu vidéo,Édité par Her interactive,2006-10
17017751,"Desert speedtrap, starring Road Runner and Wile E. Coyote : jeu vidéo",Édité par SEGA,1993
17018217,"Guitar hero, Aerosmith : jeu vidéo",Jeu de rythme,2008-06
17049503,Naruto shippūden. Shinobi retsuden II : jeu vidéo,"Jeu d'action. - Intitulé ""Naruto shippuden. Ninja destiny 2"" en Amérique du Nord et ""Naruto. Ninja destiny II, european version"" en Europe",2008-04
17055815,Naruto shippuden. Ultimate ninja storm 2 : jeu vidéo,Édité par Namco Bandai,2010-10
17113179,Crypto : jeu vidéo,Édité par VIFI Nathan,1982
17150424,Jeu de solitaire : jeu vidéo,Jeu de réflexion,1985
17153462,Galaxy force II : jeu vidéo,Jeu d'arcade,1988-07
16685660,Sūpā Dragon ball Z : jeu vidéo,Édité par Bandai,2005-12
16685660,Sūpā Dragon ball Z : jeu vidéo,"Sortie sur support en Europe et en Amérique du Nord, juillet 2006",2005-12
16686111,Pac-mania : jeu vidéo,Jeu d'arcade,1987-11
16697319,New Super Mario Bros. : jeu vidéo,Édité par Nintendo,2006-05
16697319,New Super Mario Bros. : jeu vidéo,Jeu d'action,2006-05
16698507,"Worms 4, mayhem : jeu vidéo",Édité par Codemasters,2005-07
16699668,Zero. Shisei no koe : jeu vidéo,Édité par Tecmo,2005-07
17147336,Silent service : jeu vidéo,Jeu de simulation,1985
17148425,Elite : jeu vidéo,Édité par Acornsoft et Firebird,1984-09
17148902,Total recall : jeu vidéo,Édité par Ocean software,1990-08
17151488,Federation quest. 1. B.S.S Jane Seymour : jeu vidéo,"Jeu de rôle. - Intitulé ""Spacewrecked, 14 billion light years from Earth"" en Amérique du Nord",1990
17151488,Federation quest. 1. B.S.S Jane Seymour : jeu vidéo,Édité par Gremlin graphics software et Konami,1990
17152108,The NewZealand story : jeu vidéo,Jeu d'arcade,1988-09
17152108,The NewZealand story : jeu vidéo,Édité par Taito corp. sur bornes d'arcade et par Ocean software sur les autres supports,1988-09
17152117,New Zealand story revolution : jeu vidéo,"Édité par Rising star games en Europe, CyberFront au Japon et Ignition entertainment en Amérique du Nord",2007-02
17152148,"Rainbow islands, the story of Bubble Bobble 2 : jeu vidéo","Jeu d'arcade. - Intitulé ""Rainbow islands"" en Europe et Amérique du Nord sur certaines plateformes",1987
17152338,Cadaver : jeu vidéo,"A pour extension : ""Cadaver, the payoff""",1990
17154602,Robocop 2 : jeu vidéo,Jeu d'action,1990
17154602,Robocop 2 : jeu vidéo,Édité par Ocean software,1990
17154693,Epic : jeu vidéo,Édité par Ocean software,1992
17163180,Defender of the crown : jeu vidéo,Jeu de stratégie,1986
17163613,Superski 2 : jeu vidéo,Jeu de simulation sportive,1990
17163613,Superski 2 : jeu vidéo,Édité par Microïds,1990
17164513,Armour-geddon : jeu vidéo,Jeu de stratégie,1991
17164513,Armour-geddon : jeu vidéo,Édité par Psygnosis,1991
17165903,Hudson Hawk : jeu vidéo,Jeu d'action. - Inspiré du film de Michael Lehmann sorti en 1991,1991
17166391,"The Games, summer edition : jeu vidéo",Jeu de simulation sportive,1988
17167399,Austerlitz : jeu vidéo,Jeu de stratégie,1989
17168393,Mach 3 : jeu vidéo,Jeu d'action ; jeu de pilotage,1987
17168393,Mach 3 : jeu vidéo,Édité par Loriciel,1987
17168760,"Last duel, inter planet wars 2012 : jeu vidéo",Jeu d'arcade,1988-07
17168941,Bomb'X : jeu vidéo,Édité par Mediagogo,1993
17169112,First samurai : jeu vidéo,"Édité par Mirrorsoft en Europe sur Amiga, Atari ST et Commodore 64, par Ubisoft sous DOS en Europe et Amérique du Nord et par Kotobuki system sur Super Nintendo en Amérique du Nord et au Japon",1991-11
17169179,Dominium : jeu vidéo,Jeu de stratégie,1992
16616067,The king of fighters 2003 : jeu vidéo,Édité par SNK Playmore,2003-12
16616251,KOF. Maximum impact : jeu vidéo,Édité par SNK Playmore,2004-08
16630306,Warhammer. Mark of chaos : jeu vidéo,Édité par Namco Bandai games,2006-11
16630451,Saints row : jeu vidéo,Jeu d'action ; jeu d'aventure,2006-08
16630451,Saints row : jeu vidéo,Édité par THQ,2006-08
17088874,King's quest. IV. The perils of Rosella : jeu vidéo,Jeu d'aventure,1988
17169447,Leander : jeu vidéo,Jeu d'action,1991
17700172,Ishar. II. Messengers of doom : jeu vidéo,Édité par Silmarils,1993
17700273,Sliders : jeu vidéo,Jeu d'action,1991
17700273,Sliders : jeu vidéo,Édité par Microïds en France et Palace software en Grande-Bretagne,1991
17700288,"Their finest hour, the battle of Britain : jeu vidéo",Jeu de pilotage,1989
17700288,"Their finest hour, the battle of Britain : jeu vidéo",Édité par LucasArts entertainment,1989
17700377,Pac-land : jeu vidéo,"Édité par Namco sur bornes d'arcade au Japon, par Midway sur bornes d'arcade en Amérique du Nord, par Grandslam en Europe sur support et par différents éditeurs suivant les plateformes au Japon et en Amérique du Nord",1984-08
17702521,Burger man : jeu vidéo,Jeu d'action,1991
17702820,Super tennis champs : jeu vidéo,Édité par Audiogenic,1995
17702880,Robocop 3 : jeu vidéo,Jeu d'action ; jeu de pilotage,1991
17703851,The hunt for Red October : jeu vidéo,Édité par Hi tech expressions,1991-01
16906043,SpongeBob squarepants. Creature from the Krusty krab : jeu vidéo,"Jeu d'action. - Version PC intitulée ""SpongeBob squarepants. Creature from the Krusty krab, nighty nightmare"" en anglais. - Intitulé ""Bob l'éponge. La créature du crabe croustillant"" en français et ""La créature du crabe croustillant, quel cauchemar !"" sur PC. - Les graphismes diffèrent selon les consoles. - Inspiré des personnages apparaissant dans la série télévisée d'animation ""Bob l'éponge""",2006-10
16909574,WWF WrestleMania challenge : jeu vidéo,"Édité par LJN en Amérique du Nord et Europe, et par Hot-B au Japon",1990-11
16918254,Ninja Ryūkenden : jeu vidéo,Édité par Tecmo,1988-12
16920282,Jurassic Park : jeu vidéo,Édité par Ocean software,1993-06
16920301,Jurassic Park : jeu vidéo,"Jeu d'action. - Adapté du film ""Jurassic Park"" réalisé par Steven Spielberg",1993
16921137,SpongeBob Squarepants. The yellow venger : jeu vidéo,"Jeu d'action. - Inspiré des personnages apparaissant dans la série télévisée d'animation ""Bob l'éponge""",2006-03
16940600,Nicktoons unite ! : jeu vidéo,"Jeu d'action. - Intitulé ""Nicktoons unite !"" en Amérique du Nord , ""SpongeBob squarepants and friends. Unite !"" en Europe, ""Bob l'éponge et ses amis. Un pour tous, tous pour un !"" en France. - Inspiré des personnages apparaissant dans la série télévisée d'animation ""Bob l'éponge""",2005-10
16943730,Street fighter zero 2 : jeu vidéo,Édité par Capcom,1996-03
